add-c,8,10000,160000,11629000,72,0
add-c,12,10000,240000,14472000,60,0
add-c,1,100000,200000,3161000,15,0
add-c,2,100000,400000,10397000,25,0
add-c,4,100000,800000,49367000,61,0
add-c,8,100000,1600000,111054000,69,0
add-c,12,100000,2400000,150296000,62,0
add-yield-none,1,10,20,923000,46150,0
add-yield-none,2,10,40,263000,6575,0
add-yield-none,4,10,80,372000,4650,1
add-yield-none,8,10,160,350000,2187,0
add-yield-none,12,10,240,523000,2179,0
add-yield-none,1,20,40,102000,2550,0
add-yield-none,2,20,80,124000,1550,0
add-yield-none,4,20,160,233000,1456,1
add-yield-none,8,20,320,532000,1662,1
add-yield-none,12,20,480,707000,1472,1
add-yield-none,1,40,80,146000,1825,0
add-yield-none,2,40,160,147000,918,0
add-yield-none,4,40,320,260000,812,0
add-yield-none,8,40,640,878000,1371,1
add-yield-none,12,40,960,1663000,1732,3
add-yield-none,1,80,160,204000,1275,0
add-yield-none,2,80,320,239000,746,0
add-yield-none,4,80,640,545000,851,0
add-yield-none,8,80,1280,1465000,1144,0
add-yield-none,12,80,1920,1926000,1003,1
add-yield-none,1,100,200,182000,910,0
add-yield-none,2,100,400,225000,562,0
add-yield-none,4,100,800,611000,763,0
add-yield-none,8,100,1600,1553000,970,1
add-yield-none,12,100,2400,2317000,965,1
add-yield-none,1,1000,2000,820000,410,0
add-yield-none,2,1000,4000,834000,208,14
add-yield-none,4,1000,8000,1003000,125,4
add-yield-none,8,1000,16000,15599000,974,1
add-yield-none,12,1000,24000,23409000,975,3
add-yield-none,1,10000,20000,6470000,323,0
add-yield-none,2,10000,40000,7637000,190,95
add-yield-none,4,10000,80000,9907000,123,47
add-yield-none,8,10000,160000,138824000,867,0
add-yield-none,12,10000,240000,204440000,851,1
add-yield-none,1,100000,200000,67491000,337,0
add-yield-none,2,100000,400000,72614000,181,1180
add-yield-none,4,100000,800000,84974000,106,157
add-yield-none,8,100000,1600000,1742593000,1089,0
add-yield-none,12,100000,2400000,2165015000,902,3
add-yield-m,1,10,20,133000,6650,0
add-yield-m,2,10,40,277000,6925,0
add-yield-m,4,10,80,303000,3787,0
add-yield-m,8,10,160,669000,4181,0
add-yield-m,12,10,240,1056000,4400,0
add-yield-m,1,20,40,129000,3225,0
add-yield-m,2,20,80,248000,3100,0
add-yield-m,4,20,160,524000,3275,0
add-yield-m,8,20,320,1261000,3940,0
add-yield-m,12,20,480,1798000,3745,0
add-yield-m,1,40,80,163000,2037,0
add-yield-m,2,40,160,434000,2712,0
add-yield-m,4,40,320,989000,3090,0
add-yield-m,8,40,640,1962000,3065,0
add-yield-m,12,40,960,3583000,3732,0
add-yield-m,1,80,160,208000,1300,0
add-yield-m,2,80,320,604000,1887,0
add-yield-m,4,80,640,1695000,2648,0
add-yield-m,8,80,1280,4134000,3229,0
add-yield-m,12,80,1920,6889000,3588,0
add-yield-m,1,100,200,194000,970,0
add-yield-m,2,100,400,428000,1070,0
add-yield-m,4,100,800,2295000,2868,0
add-yield-m,8,100,1600,5182000,3238,0
add-yield-m,12,100,2400,7914000,3297,0
add-yield-m,1,1000,2000,851000,425,0
add-yield-m,2,1000,4000,4413000,1103,0
add-yield-m,4,1000,8000,24820000,3102,0
add-yield-m,8,1000,16000,47907000,2994,0
add-yield-m,12,1000,24000,71151000,2964,0
add-yield-m,1,10000,20000,7244000,362,0
add-yield-m,2,10000,40000,39728000,993,0
add-yield-m,4,10000,80000,202268000,2528,0
add-yield-m,8,10000,160000,463563000,2897,0
add-yield-m,12,10000,240000,695463000,2897,0
add-yield-m,1,100000,200000,68499000,342,0
add-yield-m,2,100000,400000,282565000,706,0
add-yield-m,4,100000,800000,2199709000,2749,0
add-yield-m,8,100000,1600000,4681416000,2925,0
add-yield-m,12,100000,2400000,7830802000,3262,0
add-yield-s,1,10,20,112000,5600,0
add-yield-s,2,10,40,134000,3350,0
add-yield-s,4,10,80,314000,3925,0
add-yield-s,8,10,160,1332282000,8326762,0
add-yield-s,12,10,240,2479130000,10329708,0
add-yield-s,1,20,40,105000,2625,0
add-yield-s,2,20,80,137000,1712,0
add-yield-s,4,20,160,747470000,4671687,0
add-yield-s,8,20,320,3128983000,9778071,0
add-yield-s,12,20,480,5744101000,11966877,0
add-yield-s,1,40,80,120000,1500,0
add-yield-s,2,40,160,181000,1131,0
add-yield-s,4,40,320,146341000,457315,0
add-yield-s,8,40,640,6448764000,10076193,0
add-yield-s,12,40,960,10605557000,11047455,0
add-yield-s,1,80,160,166000,1037,0
add-yield-s,2,80,320,410000,1281,0
add-yield-s,4,80,640,698253000,1091020,0
add-yield-s,8,80,1280,12900212000,10078290,0
add-yield-s,12,80,1920,20422690000,10636817,0
add-yield-s,1,100,200,209000,1045,0
add-yield-s,2,100,400,267000,667,0
add-yield-s,4,100,800,1293000,1616,0
add-yield-s,8,100,1600,15611608000,9757255,0
add-yield-s,12,100,2400,26593436000,11080598,0
add-yield-s,1,1000,2000,800000,400,0
add-yield-s,2,1000,4000,1892000,473,0
add-yield-s,4,1000,8000,3803000,475,0
