add-c,4,10000,80000,4406000,55,0
add-c,8,10000,160000,11535000,72,0
add-c,12,10000,240000,17876000,74,0
add-c,1,100000,200000,3400000,17,0
add-c,2,100000,400000,16274000,40,0
add-c,4,100000,800000,32554000,40,0
add-c,8,100000,1600000,80587000,50,0
add-c,12,100000,2400000,131635000,54,0
add-yield-none,1,10,20,200320000,10016000,0
add-yield-none,2,10,40,200389000,5009725,0
add-yield-none,4,10,80,189696000,2371200,0
add-yield-none,8,10,160,190653000,1191581,0
add-yield-none,12,10,240,187394000,780808,0
